ROUTE,EMBARK_PORT,DISEMBARK_PORT,CABIN_TYPE,DURATION,CRUISE_REGION,BOOKING_WEEK_PRIOR,CANCEL_WEEK_PRIOR,EMBARK_REGION,DEBARK_REGION,PRICE_PAID,NO_OF_PEOPLE_ON_BOOKING
BNE-SOU,BNE,SOU,B,52,Southeast Asia,40,,Australia - Queensland,UK,8875.90,2
DXB-SOU,DXB,SOU,O,19,Middle East,40,,UAE,UK,2518.85,1
DXB-SOU,DXB,SOU,O,19,Middle East,40,5,UAE,UK,2938.57,2
DXB-SOU,DXB,SOU,B,19,Middle East,40,11,UAE,UK,1937.13,2
DXB-SOU,DXB,SOU,B,19,Middle East,40,40,UAE,UK,2135.19,2
DXB-SOU,DXB,SOU,B,19,Middle East,40,,UAE,UK,1848.84,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,40,,Hong Kong,UAE,2801.94,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,40,,Hong Kong,UAE,4197.66,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,40,,Hong Kong,UAE,2988.66,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,40,,Hong Kong,UAE,2396.64,2
HKG-DXB,HKG,DXB,O,17,Southeast Asia,40,,Hong Kong,UAE,1780.23,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,40,6,Hong Kong,UK,6557.33,1
HKG-SOU,HKG,SOU,O,36,Southeast Asia,40,27,Hong Kong,UK,5318.85,2
SFO-SYD,SFO,SYD,I,20,South Pacific,40,7,USA - West Coast,Australia - New South Wales,3589.10,2
SFO-SYD,SFO,SYD,O,20,South Pacific,40,37,USA - West Coast,Australia - New South Wales,2853.15,2
SIN-DXB,SIN,DXB,B,11,Southern Asia,40,31,Singapore,UAE,2219.44,1
SIN-DXB,SIN,DXB,B,11,Southern Asia,40,20,Singapore,UAE,1640.22,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,40,,Singapore,UK,5922.13,1
SIN-SOU,SIN,SOU,I,30,Southern Asia,40,,Singapore,UK,2503.89,1
SIN-SOU,SIN,SOU,O,30,Southern Asia,40,9,Singapore,UK,5311.89,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,40,40,Singapore,UK,5288.45,2
SOU-AKL,SOU,AKL,B,40,West Bound,40,,UK,New Zealand,3803.88,1
SOU-AKL,SOU,AKL,O,40,West Bound,40,,UK,New Zealand,6384.77,1
SOU-AKL,SOU,AKL,B,40,West Bound,40,,UK,New Zealand,6349.87,2
SOU-AKL,SOU,AKL,B,40,West Bound,40,,UK,New Zealand,7914.93,2
SOU-AKL,SOU,AKL,B,40,West Bound,40,,UK,New Zealand,5907.68,2
SOU-AKL,SOU,AKL,B,40,West Bound,40,,UK,New Zealand,6650.24,2
SOU-AKL,SOU,AKL,O,40,West Bound,40,,UK,New Zealand,5618.46,2
SOU-BNE,SOU,BNE,B,47,West Bound,40,,UK,Australia - Queensland,10579.00,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,40,21,UK,USA - West Coast,2214.37,1
SOU-SFO,SOU,SFO,B,24,Panama Canal,40,27,UK,USA - West Coast,3925.79,1
SOU-SFO,SOU,SFO,B,24,Panama Canal,40,33,UK,USA - West Coast,3895.59,1
SOU-SFO,SOU,SFO,O,24,Panama Canal,40,33,UK,USA - West Coast,1915.15,1
SOU-SFO,SOU,SFO,B,24,Panama Canal,40,2,UK,USA - West Coast,3268.27,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,40,32,UK,USA - West Coast,3937.85,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,40,39,UK,USA - West Coast,2804.70,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,40,,UK,USA - West Coast,4586.48,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,40,,UK,USA - West Coast,2306.20,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,40,,UK,USA - West Coast,2236.20,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,40,,UK,USA - West Coast,3814.34,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,40,,UK,USA - West Coast,4617.09,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,40,,UK,USA - West Coast,3819.05,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,40,,UK,USA - West Coast,1217.79,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,40,,UK,USA - West Coast,2877.07,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,40,,UK,USA - West Coast,2834.84,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,40,,UK,USA - West Coast,2305.84,2
SOU-SOU,SOU,SOU,B,99,West Bound,40,,UK,UK,19103.76,1
SOU-SOU,SOU,SOU,I,99,West Bound,40,7,UK,UK,20208.55,2
SOU-SOU,SOU,SOU,B,99,West Bound,40,33,UK,UK,27807.56,2
SOU-SOU,SOU,SOU,I,99,West Bound,40,,UK,UK,11296.89,2
SOU-SOU,SOU,SOU,O,99,West Bound,40,,UK,UK,16570.28,2
SOU-SYD,SOU,SYD,B,44,West Bound,40,10,UK,Australia - New South Wales,9479.97,1
SOU-SYD,SOU,SYD,O,44,West Bound,40,32,UK,Australia - New South Wales,3286.42,1
SOU-SYD,SOU,SYD,B,44,West Bound,40,,UK,Australia - New South Wales,7841.65,1
SOU-SYD,SOU,SYD,I,44,West Bound,40,36,UK,Australia - New South Wales,4316.42,2
SOU-SYD,SOU,SYD,O,44,West Bound,40,38,UK,Australia - New South Wales,6831.86,2
SOU-SYD,SOU,SYD,B,44,West Bound,40,39,UK,Australia - New South Wales,3759.26,2
SOU-SYD,SOU,SYD,B,44,West Bound,40,,UK,Australia - New South Wales,8965.28,2
SOU-SYD,SOU,SYD,I,44,West Bound,40,,UK,Australia - New South Wales,3708.81,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,40,,Australia - New South Wales,Hong Kong,4530.87,2
SYD-HKG,SYD,HKG,O,19,GB Reef/Queensland,40,,Australia - New South Wales,Hong Kong,3297.23,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,40,9,Australia - New South Wales,Singapore,3869.09,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,40,19,Australia - New South Wales,Singapore,5729.97,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,40,,Australia - New South Wales,Singapore,4991.16,2
SYD-SIN,SYD,SIN,I,25,Southeast Asia,40,,Australia - New South Wales,Singapore,4764.82,2
SYD-SIN,SYD,SIN,O,25,Southeast Asia,40,,Australia - New South Wales,Singapore,3471.41,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,40,27,Australia - New South Wales,Singapore,2947.28,3
SYD-SOU,SYD,SOU,B,55,Southeast Asia,40,20,Australia - New South Wales,UK,8206.97,2
AKL-SOU,AKL,SOU,B,59,Southeast Asia,41,,New Zealand,UK,11920.37,2
BNE-SOU,BNE,SOU,B,52,Southeast Asia,41,9,Australia - Queensland,UK,10497.35,2
BNE-SOU,BNE,SOU,B,52,Southeast Asia,41,,Australia - Queensland,UK,5864.31,2
BNE-SOU,BNE,SOU,I,52,Southeast Asia,41,,Australia - Queensland,UK,12339.09,2
DXB-SOU,DXB,SOU,B,19,Middle East,41,,UAE,UK,3733.50,1
DXB-SOU,DXB,SOU,B,19,Middle East,41,,UAE,UK,2143.28,1
DXB-SOU,DXB,SOU,B,19,Middle East,41,,UAE,UK,3805.32,2
DXB-SOU,DXB,SOU,B,19,Middle East,41,,UAE,UK,2130.15,2
HKG-SOU,HKG,SOU,I,36,Southeast Asia,41,,Hong Kong,UK,5031.23,2
SFO-AKL,SFO,AKL,B,16,South Pacific,41,,USA - West Coast,New Zealand,2006.03,2
SFO-SYD,SFO,SYD,B,20,South Pacific,41,,USA - West Coast,Australia - New South Wales,3811.48,1
SFO-SYD,SFO,SYD,B,20,South Pacific,41,2,USA - West Coast,Australia - New South Wales,4216.44,2
SFO-SYD,SFO,SYD,B,20,South Pacific,41,7,USA - West Coast,Australia - New South Wales,2416.01,2
SFO-SYD,SFO,SYD,B,20,South Pacific,41,22,USA - West Coast,Australia - New South Wales,2466.52,2
SFO-SYD,SFO,SYD,B,20,South Pacific,41,,USA - West Coast,Australia - New South Wales,4589.26,2
SFO-SYD,SFO,SYD,B,20,South Pacific,41,,USA - West Coast,Australia - New South Wales,3642.91,2
SFO-SYD,SFO,SYD,B,20,South Pacific,41,,USA - West Coast,Australia - New South Wales,2907.71,2
SFO-SYD,SFO,SYD,I,20,South Pacific,41,,USA - West Coast,Australia - New South Wales,3543.97,2
SFO-SYD,SFO,SYD,I,20,South Pacific,41,,USA - West Coast,Australia - New South Wales,3540.68,2
SFO-SYD,SFO,SYD,I,20,South Pacific,41,,USA - West Coast,Australia - New South Wales,4515.88,2
SFO-SYD,SFO,SYD,O,20,South Pacific,41,,USA - West Coast,Australia - New South Wales,3297.70,2
SFO-SYD,SFO,SYD,O,20,South Pacific,41,,USA - West Coast,Australia - New South Wales,2258.73,2
SIN-DXB,SIN,DXB,O,11,Southern Asia,41,,Singapore,UAE,1763.12,1
SIN-DXB,SIN,DXB,B,11,Southern Asia,41,16,Singapore,UAE,2807.93,2
SIN-SOU,SIN,SOU,O,30,Southern Asia,41,14,Singapore,UK,4797.79,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,41,20,Singapore,UK,6571.66,2
SOU-AKL,SOU,AKL,O,40,West Bound,41,11,UK,New Zealand,3189.45,2
SOU-AKL,SOU,AKL,B,40,West Bound,41,12,UK,New Zealand,7995.81,2
SOU-AKL,SOU,AKL,B,40,West Bound,41,25,UK,New Zealand,4373.58,2
SOU-AKL,SOU,AKL,O,40,West Bound,41,40,UK,New Zealand,6334.81,2
SOU-AKL,SOU,AKL,O,40,West Bound,41,,UK,New Zealand,4286.86,2
SOU-BNE,SOU,BNE,B,47,West Bound,41,,UK,Australia - Queensland,9839.75,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,41,22,UK,USA - West Coast,5377.74,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,41,,UK,USA - West Coast,2128.43,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,41,,UK,USA - West Coast,2345.70,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,41,,UK,USA - West Coast,1873.29,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,41,,UK,USA - West Coast,3973.94,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,41,,UK,USA - West Coast,2409.42,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,41,,UK,USA - West Coast,1539.29,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,41,,UK,USA - West Coast,3315.75,2
SOU-SOU,SOU,SOU,O,99,West Bound,41,,UK,UK,14296.76,1
SOU-SOU,SOU,SOU,S,99,West Bound,41,,UK,UK,28021.19,1
SOU-SOU,SOU,SOU,B,99,West Bound,41,8,UK,UK,17339.87,2
SOU-SOU,SOU,SOU,B,99,West Bound,41,17,UK,UK,19484.24,2
SOU-SOU,SOU,SOU,B,99,West Bound,41,32,UK,UK,30159.12,2
SOU-SOU,SOU,SOU,B,99,West Bound,41,,UK,UK,16423.75,2
SOU-SOU,SOU,SOU,B,99,West Bound,41,,UK,UK,19196.59,2
SOU-SOU,SOU,SOU,B,99,West Bound,41,,UK,UK,26026.74,2
SOU-SOU,SOU,SOU,B,99,West Bound,41,,UK,UK,17000.34,2
SOU-SOU,SOU,SOU,I,99,West Bound,41,,UK,UK,14287.65,2
SOU-SYD,SOU,SYD,B,44,West Bound,41,,UK,Australia - New South Wales,8366.82,1
SOU-SYD,SOU,SYD,B,44,West Bound,41,22,UK,Australia - New South Wales,9331.88,2
SOU-SYD,SOU,SYD,I,44,West Bound,41,30,UK,Australia - New South Wales,3949.28,2
SOU-SYD,SOU,SYD,B,44,West Bound,41,,UK,Australia - New South Wales,4039.96,2
SOU-SYD,SOU,SYD,B,44,West Bound,41,,UK,Australia - New South Wales,5007.41,2
SOU-SYD,SOU,SYD,I,44,West Bound,41,,UK,Australia - New South Wales,5305.22,2
SOU-SYD,SOU,SYD,I,44,West Bound,41,,UK,Australia - New South Wales,2913.37,2
SOU-SYD,SOU,SYD,S,44,West Bound,41,,UK,Australia - New South Wales,11205.18,2
SOU-SYD,SOU,SYD,S,44,West Bound,41,,UK,Australia - New South Wales,11175.64,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,41,,Australia - New South Wales,Hong Kong,3389.12,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,41,,Australia - New South Wales,Singapore,4101.53,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,41,,Australia - New South Wales,Singapore,4341.73,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,41,,Australia - New South Wales,Singapore,3791.42,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,42,,Australia - Queensland,Hong Kong,1300.10,1
BNE-SOU,BNE,SOU,B,52,Southeast Asia,42,,Australia - Queensland,UK,11599.88,2
BNE-SOU,BNE,SOU,B,52,Southeast Asia,42,,Australia - Queensland,UK,6097.77,2
DXB-SOU,DXB,SOU,B,19,Middle East,42,,UAE,UK,1923.79,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,42,16,Hong Kong,UAE,2144.79,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,42,,Hong Kong,UAE,2394.66,2
HKG-DXB,HKG,DXB,O,17,Southeast Asia,42,,Hong Kong,UAE,2124.58,2
HKG-DXB,HKG,DXB,O,17,Southeast Asia,42,,Hong Kong,UAE,2570.63,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,42,,Hong Kong,UK,6646.58,2
SFO-SYD,SFO,SYD,B,20,South Pacific,42,20,USA - West Coast,Australia - New South Wales,3130.96,2
SFO-SYD,SFO,SYD,O,20,South Pacific,42,32,USA - West Coast,Australia - New South Wales,2645.40,2
SFO-SYD,SFO,SYD,B,20,South Pacific,42,,USA - West Coast,Australia - New South Wales,3730.58,2
SFO-SYD,SFO,SYD,B,20,South Pacific,42,,USA - West Coast,Australia - New South Wales,3429.59,2
SFO-SYD,SFO,SYD,B,20,South Pacific,42,,USA - West Coast,Australia - New South Wales,4320.48,2
SFO-SYD,SFO,SYD,I,20,South Pacific,42,,USA - West Coast,Australia - New South Wales,3641.95,2
SIN-DXB,SIN,DXB,O,11,Southern Asia,42,,Singapore,UAE,1477.98,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,42,,Singapore,UK,7023.53,1
SIN-SOU,SIN,SOU,O,30,Southern Asia,42,,Singapore,UK,2849.78,2
SOU-AKL,SOU,AKL,B,40,West Bound,42,,UK,New Zealand,7298.10,2
SOU-AKL,SOU,AKL,O,40,West Bound,42,,UK,New Zealand,3574.95,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,42,30,UK,USA - West Coast,2479.04,1
SOU-SFO,SOU,SFO,B,24,Panama Canal,42,,UK,USA - West Coast,2195.52,1
SOU-SFO,SOU,SFO,B,24,Panama Canal,42,,UK,USA - West Coast,2326.97,1
SOU-SFO,SOU,SFO,O,24,Panama Canal,42,12,UK,USA - West Coast,2703.13,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,42,28,UK,USA - West Coast,1628.79,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,42,,UK,USA - West Coast,1901.61,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,42,,UK,USA - West Coast,5188.75,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,42,,UK,USA - West Coast,2713.77,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,42,,UK,USA - West Coast,2277.14,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,42,,UK,USA - West Coast,3046.96,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,42,,UK,USA - West Coast,1462.25,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,42,,UK,USA - West Coast,1886.03,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,42,,UK,USA - West Coast,2719.23,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,42,,UK,USA - West Coast,1711.43,2
SOU-SOU,SOU,SOU,O,99,West Bound,42,5,UK,UK,15379.88,2
SOU-SOU,SOU,SOU,B,99,West Bound,42,,UK,UK,21924.79,2
SOU-SOU,SOU,SOU,B,99,West Bound,42,,UK,UK,16965.17,2
SOU-SOU,SOU,SOU,B,99,West Bound,42,,UK,UK,17128.60,2
SOU-SOU,SOU,SOU,I,99,West Bound,42,,UK,UK,13431.55,2
SOU-SOU,SOU,SOU,I,99,West Bound,42,,UK,UK,13007.29,2
SOU-SYD,SOU,SYD,B,44,West Bound,42,25,UK,Australia - New South Wales,7419.93,1
SOU-SYD,SOU,SYD,B,44,West Bound,42,,UK,Australia - New South Wales,7156.46,1
SOU-SYD,SOU,SYD,B,44,West Bound,42,1,UK,Australia - New South Wales,7598.19,2
SOU-SYD,SOU,SYD,I,44,West Bound,42,13,UK,Australia - New South Wales,2832.10,2
SOU-SYD,SOU,SYD,B,44,West Bound,42,20,UK,Australia - New South Wales,8132.64,2
SOU-SYD,SOU,SYD,S,44,West Bound,42,24,UK,Australia - New South Wales,11254.49,2
SOU-SYD,SOU,SYD,B,44,West Bound,42,27,UK,Australia - New South Wales,4661.30,2
SOU-SYD,SOU,SYD,I,44,West Bound,42,39,UK,Australia - New South Wales,3101.53,2
SOU-SYD,SOU,SYD,B,44,West Bound,42,,UK,Australia - New South Wales,7510.09,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,42,,Australia - New South Wales,Hong Kong,3936.86,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,42,,Australia - New South Wales,Hong Kong,3590.20,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,42,,Australia - New South Wales,Hong Kong,3906.36,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,42,,Australia - New South Wales,Hong Kong,3678.86,2
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,42,,Australia - New South Wales,Hong Kong,2100.39,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,42,,Australia - New South Wales,Singapore,4491.26,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,42,,Australia - New South Wales,UK,10898.07,1
SYD-SOU,SYD,SOU,B,55,Southeast Asia,42,,Australia - New South Wales,UK,10837.21,1
SYD-SOU,SYD,SOU,B,55,Southeast Asia,42,,Australia - New South Wales,UK,10547.60,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,42,,Australia - New South Wales,UK,9208.59,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,42,,Australia - New South Wales,UK,10581.83,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,42,,Australia - New South Wales,UK,10041.77,2
BNE-SOU,BNE,SOU,B,52,Southeast Asia,43,,Australia - Queensland,UK,11617.15,2
DXB-SOU,DXB,SOU,B,19,Middle East,43,,UAE,UK,1953.41,1
DXB-SOU,DXB,SOU,O,19,Middle East,43,,UAE,UK,2152.54,1
DXB-SOU,DXB,SOU,B,19,Middle East,43,12,UAE,UK,3956.71,2
DXB-SOU,DXB,SOU,B,19,Middle East,43,21,UAE,UK,3942.99,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,43,24,Hong Kong,UAE,3075.14,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,43,,Hong Kong,UAE,3008.30,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,43,,Hong Kong,UAE,3919.73,2
HKG-DXB,HKG,DXB,I,17,Southeast Asia,43,,Hong Kong,UAE,2677.79,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,43,30,Hong Kong,UK,5030.99,2
HKG-SOU,HKG,SOU,O,36,Southeast Asia,43,33,Hong Kong,UK,5812.03,2
HKG-SOU,HKG,SOU,O,36,Southeast Asia,43,34,Hong Kong,UK,5136.11,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,43,,Hong Kong,UK,5091.10,2
SFO-AKL,SFO,AKL,B,16,South Pacific,43,,USA - West Coast,New Zealand,3407.59,1
SFO-AKL,SFO,AKL,S,16,South Pacific,43,,USA - West Coast,New Zealand,0.00,2
SFO-SYD,SFO,SYD,B,20,South Pacific,43,,USA - West Coast,Australia - New South Wales,3356.73,2
SFO-SYD,SFO,SYD,B,20,South Pacific,43,,USA - West Coast,Australia - New South Wales,3113.22,2
SFO-SYD,SFO,SYD,B,20,South Pacific,43,,USA - West Coast,Australia - New South Wales,3952.63,2
SFO-SYD,SFO,SYD,B,20,South Pacific,43,,USA - West Coast,Australia - New South Wales,2953.45,2
SFO-SYD,SFO,SYD,O,20,South Pacific,43,,USA - West Coast,Australia - New South Wales,3049.84,2
SFO-SYD,SFO,SYD,O,20,South Pacific,43,,USA - West Coast,Australia - New South Wales,3687.03,2
SIN-DXB,SIN,DXB,B,11,Southern Asia,43,34,Singapore,UAE,1716.52,2
SIN-DXB,SIN,DXB,O,11,Southern Asia,43,,Singapore,UAE,1138.89,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,43,17,Singapore,UK,6413.83,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,43,18,Singapore,UK,4864.92,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,43,40,Singapore,UK,6027.83,2
SOU-AKL,SOU,AKL,I,40,West Bound,43,,UK,New Zealand,5782.85,1
SOU-AKL,SOU,AKL,B,40,West Bound,43,,UK,New Zealand,7190.36,2
SOU-BNE,SOU,BNE,B,47,West Bound,43,25,UK,Australia - Queensland,5667.04,2
SOU-BNE,SOU,BNE,B,47,West Bound,43,,UK,Australia - Queensland,11172.22,2
SOU-BNE,SOU,BNE,B,47,West Bound,43,,UK,Australia - Queensland,9256.06,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,43,28,UK,USA - West Coast,2682.75,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,43,29,UK,USA - West Coast,2358.20,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,43,32,UK,USA - West Coast,3110.63,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,43,36,UK,USA - West Coast,2257.47,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,43,38,UK,USA - West Coast,1416.65,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,43,42,UK,USA - West Coast,2768.19,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,43,,UK,USA - West Coast,2931.96,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,43,,UK,USA - West Coast,3377.96,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,43,,UK,USA - West Coast,1379.79,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,43,,UK,USA - West Coast,1343.28,2
SOU-SOU,SOU,SOU,O,99,West Bound,43,10,UK,UK,12018.75,1
SOU-SOU,SOU,SOU,B,99,West Bound,43,1,UK,UK,14940.31,2
SOU-SOU,SOU,SOU,I,99,West Bound,43,2,UK,UK,13377.76,2
SOU-SOU,SOU,SOU,B,99,West Bound,43,7,UK,UK,29881.58,2
SOU-SOU,SOU,SOU,B,99,West Bound,43,15,UK,UK,21988.94,2
SOU-SOU,SOU,SOU,O,99,West Bound,43,23,UK,UK,24858.24,2
SOU-SOU,SOU,SOU,I,99,West Bound,43,26,UK,UK,11414.55,2
SOU-SOU,SOU,SOU,B,99,West Bound,43,40,UK,UK,37197.81,2
SOU-SOU,SOU,SOU,I,99,West Bound,43,,UK,UK,12365.94,2
SOU-SOU,SOU,SOU,O,99,West Bound,43,,UK,UK,16256.23,2
SOU-SOU,SOU,SOU,O,99,West Bound,43,,UK,UK,12088.99,2
SOU-SYD,SOU,SYD,I,44,West Bound,43,,UK,Australia - New South Wales,3938.00,1
SOU-SYD,SOU,SYD,O,44,West Bound,43,,UK,Australia - New South Wales,3871.06,1
SOU-SYD,SOU,SYD,B,44,West Bound,43,19,UK,Australia - New South Wales,4073.06,2
SOU-SYD,SOU,SYD,S,44,West Bound,43,21,UK,Australia - New South Wales,19790.66,2
SOU-SYD,SOU,SYD,B,44,West Bound,43,27,UK,Australia - New South Wales,4291.18,2
SOU-SYD,SOU,SYD,B,44,West Bound,43,,UK,Australia - New South Wales,5300.59,2
SOU-SYD,SOU,SYD,B,44,West Bound,43,,UK,Australia - New South Wales,9339.39,2
SOU-SYD,SOU,SYD,B,44,West Bound,43,,UK,Australia - New South Wales,8265.31,2
SOU-SYD,SOU,SYD,B,44,West Bound,43,,UK,Australia - New South Wales,3942.94,2
SOU-SYD,SOU,SYD,B,44,West Bound,43,,UK,Australia - New South Wales,9023.69,2
SOU-SYD,SOU,SYD,B,44,West Bound,43,,UK,Australia - New South Wales,9185.32,2
SOU-SYD,SOU,SYD,O,44,West Bound,43,,UK,Australia - New South Wales,6895.81,2
SOU-SYD,SOU,SYD,O,44,West Bound,43,,UK,Australia - New South Wales,2926.23,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,43,,Australia - New South Wales,Hong Kong,3303.96,2
SYD-HKG,SYD,HKG,O,19,GB Reef/Queensland,43,,Australia - New South Wales,Hong Kong,2866.57,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,43,0,Australia - New South Wales,Singapore,5883.00,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,43,,Australia - New South Wales,Singapore,5294.72,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,43,,Australia - New South Wales,Singapore,3332.57,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,43,,Australia - New South Wales,UK,8534.57,1
SYD-SOU,SYD,SOU,O,55,Southeast Asia,43,6,Australia - New South Wales,UK,7747.78,2
SYD-SOU,SYD,SOU,O,55,Southeast Asia,43,11,Australia - New South Wales,UK,11449.80,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,43,28,Australia - New South Wales,UK,10161.87,2
SYD-SOU,SYD,SOU,I,55,Southeast Asia,43,35,Australia - New South Wales,UK,4991.73,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,43,,Australia - New South Wales,UK,10702.43,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,43,,Australia - New South Wales,UK,17650.37,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,43,,Australia - New South Wales,UK,13063.20,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,43,,Australia - New South Wales,UK,12357.40,2
AKL-SOU,AKL,SOU,I,59,Southeast Asia,44,29,New Zealand,UK,8693.48,2
AKL-SOU,AKL,SOU,I,59,Southeast Asia,44,,New Zealand,UK,9318.27,2
BNE-SOU,BNE,SOU,B,52,Southeast Asia,44,12,Australia - Queensland,UK,8935.01,2
BNE-SOU,BNE,SOU,B,52,Southeast Asia,44,,Australia - Queensland,UK,9784.06,2
BNE-SOU,BNE,SOU,O,52,Southeast Asia,44,,Australia - Queensland,UK,7621.36,2
DXB-SOU,DXB,SOU,B,19,Middle East,44,4,UAE,UK,3343.24,1
DXB-SOU,DXB,SOU,B,19,Middle East,44,,UAE,UK,2669.06,2
DXB-SOU,DXB,SOU,I,19,Middle East,44,,UAE,UK,2835.45,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,44,,Hong Kong,UAE,1790.46,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,44,,Hong Kong,UAE,3232.18,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,44,,Hong Kong,UAE,2978.96,2
HKG-DXB,HKG,DXB,I,17,Southeast Asia,44,,Hong Kong,UAE,2164.59,2
HKG-DXB,HKG,DXB,I,17,Southeast Asia,44,,Hong Kong,UAE,2375.08,2
HKG-DXB,HKG,DXB,I,17,Southeast Asia,44,,Hong Kong,UAE,2634.32,2
HKG-DXB,HKG,DXB,O,17,Southeast Asia,44,,Hong Kong,UAE,3055.99,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,44,,Hong Kong,UK,5371.54,1
